Timestamp,Channel,Message Text,Message Link
2025-02-23 12:05:02,"CRYPTON | Биткоин, DeFi, WEB 3","😁** CZ не умеет пользоваться DeFi**
#Обсуждаемое 

Этой ночью CZ решил впервые (с его слов) попробовать воспользоваться DEX и пулам ликвидности.

Для этого он **с публичного адреса на 1 ****$BNB**** купил ранее **[**случайно запущенный мемкоин**](https://t.me/crypton_off/14833)** ****$TST** и добавил в его в пул ликвидности на Pancake Swap.

__Позже он написал, что это __[__было__](https://x.com/cz_binance/status/1893358459350901136)__ достаточно тяжело и на всё про всё у него __[__ушло__](https://x.com/cz_binance/status/1893339489944137810)__ более 30 минут...__

💡По итогу такие **__случайные действия __привели к пампу ****$TST** в моменте на 50%.

Основатель крупнейшей биржи не смог разобраться в DeFi. Верим? 😆

😁 — да, 🗿 — нет

[**Зарабатываем вместе** ](https://crypton.xyz/news1)| [**Чат**](https://t.me/+QqdwO76YcwFmZmVi)** **| [**Экосистема Crypton**](https://crypton.xyz/news)",https://t.me/c/1307909848/14915
2025-02-22 15:50:00,PROFIT DRIVE,"🚨 **#Linea**** переносит ****#airdrop**  Мы все [**ожидали**](https://t.me/profitcryptonews/1176) TGE в Q1, но Linea [**выпустила**](https://x.com/LineaAssoc/status/1892998066115879234) пост, в котором объявила о переносе на неопределенный срок и поделилась причинами   🐦‍⬛️ **Основные моменты:** 🔵Главная цель проекта - предоставить лучший пользовательский опыт для сообщества Linea 🔵Команда активно собирает отзывы сообщества для успешного запуска 🔵Первоначально запуск планировался в первом к",https://t.me/c/1763849936/2083
2025-02-22 14:53:41,Tom Capital,"Bloomberg со ссылкой на источник пишет, что Северная Корея на следующей неделе готовится объявить национальный ETH-резерв   По предварительной оценке речь о ≈1.5 ярдах на первом этапе",https://t.me/c/1408008774/6919
2025-02-21 13:17:12,Герман на блокчейне 🇪🇹,#FLUID добавили на Binance Alpha,https://t.me/c/1293287526/20744
2025-02-21 01:25:52,Crypto Galaxy 🪐,"еще один декс где на монаде стейкать можно - https://x.com/apr_labs у проекта 10кк инвеста от тир фондов, там еще роли фармили, ну и просто следить за проектом мб завезут еще активностей, а так для монада делаем + сам проект насыпать может.  второй сезон стартовал в дапке [сатори,](https://x.com/satorifinance/status/1892657147600650653?s=46&t=ackTKSoqPIdzVW7VSd2uuQ) 10кк инвеста от поличейн, на него выделено 5% токенов. кто лудит и торговать не умеет скип.  в фентези топ в монад тестнете те",https://t.me/c/1576457836/2718
2025-02-20 09:41:54,Cointelegraph,[Media message],https://t.me/c/1072723547/58355
2025-02-19 21:36:48,Don | Invest Blog,"**🟢**** ****#РабочийПост**** **  🟢[**Monad**](https://twitter.com/blockvisionhq): сегодня выходит в публичный тестнет, начал погружаться в [экосистему](https://testnet.monadexplorer.com/ecosystem). На активные EVM кошельки раскидали тестовые MON, проверяйте свои кошельк в [testnet.monadexplorer](https://testnet.monadexplorer.com/), там же внизу страницы кликаем ""Add Testnet"", для добавления тестовой сети.  🟢[**0GLabs**](https://discord.com/channels/1210423309808963594/1210452688475656263/13",https://t.me/c/1423540718/4268
2025-02-19 14:41:09,Crypto Galaxy 🪐,сегодня покер в [**monadverse**](https://discord.gg/monadstarter) в 17:00 и smash karts в [**NotForThinking**](https://discord.gg/notforthinkingofficial) в 21:30  амба блокчейна митосис - [ссылка](https://mitosisorg.notion.site/Mitosis-University-Program-Guideline-1978fc796d3380ee9d7addc87175f2fc).,https://t.me/c/1576457836/2713
2025-02-19 11:38:56,"CRYPTON | Биткоин, DeFi, WEB 3",🤯 **ПОДКУПИЛИ президента**[** **](https://sun9-41.userapi.com/impg/sA4A3va8g6uQ0ota1vJy7RZgi0KraATL6U2CLg/sHLw8xrJuAs.jpg?size=684x155&quality=95&sign=c2298f43efa5b0b46bdb92a611cce109&type=album)**Аргентины** #Обсуждаемое   [Расследования](https://www.coindesk.com/business/2025/02/18/libra-token-s-co-creator-bragged-of-sending-money-to-argentine-president-milei-s-sister) по делу $LIBRA продолжаются. К сегодняшнему дню **объявил о своём **[**уходе**](https://x.com/weremeow/status/18916644353,https://t.me/c/1307909848/14892
2025-02-19 04:03:24,Герман на блокчейне 🇪🇹,[Media message],https://t.me/c/1293287526/20723
