id,tweet_id,account_id,text,created_at,url,likes,retweets,replies,views,media,metadata,scrape_time
1b619345-152f-4b65-b709-4d8def8500ad,1899137842741449120,2087a28a-6781-44da-afb9-26b1152c6e09,Your insights will help shape the future of PBTC. Cast your vote now,2025-03-10 16:38:40+00,https://twitter.com/Photon_Labs/status/1899137842741449120,34,0,1,0,"""[]""","""{\""account\"": \""Photon_Labs\"", \""scrape_time\"": \""2025-03-16T22:40:16.675907\""}""",2025-03-15 18:40:29.508425+00
2443ee00-ab7d-47cc-b978-d0ba99520201,1899511724467687617,e933bbd9-87d6-474a-8989-df2c8232f634,"Week 6 XP earnings are now live.

Check your XP at http://portal.abs.xyz/rewards

Who hit gold this week?",2025-03-11 17:24:20+00,https://twitter.com/AbstractChain/status/1899511724467687617,961,0,237,0,"""[]""","""{\""account\"": \""AbstractChain\"", \""scrape_time\"": \""2025-03-16T22:39:11.570810\""}""",2025-03-15 18:39:22.906264+00
2536a778-47ff-401f-b484-9c439df2806a,1900242681713864705,e762136e-fdf5-4687-8de7-9999c011f58a,"Some swear AI search tools are revolutionizing how we conduct research and engage with academic content. Others think it's just making us too dependent, replacing critical thinking with copy-paste answers.

Is AI the ultimate study buddy, or are we outsourcing too much",2025-03-13 17:48:54+00,https://twitter.com/SaharaLabsAI/status/1900242681713864705,567,0,21,0,"""[]""","""{\""account\"": \""SaharaLabsAI\"", \""scrape_time\"": \""2025-03-15T23:57:14.946817\""}""",2025-03-15 18:38:45.168655+00
27787df0-aa37-4331-899b-afc2fbafc7ec,1899198540187918706,e762136e-fdf5-4687-8de7-9999c011f58a,"AI is a reflection of the data it learns from. The more diverse, accurate, and high-quality the data, the better the AI. Garbage in, garbage out-—plain and simple. ",2025-03-10 20:39:52+00,https://twitter.com/SaharaLabsAI/status/1899198540187918706,645,0,29,0,"""[]""","""{\""account\"": \""SaharaLabsAI\"", \""scrape_time\"": \""2025-03-16T22:38:36.040025\""}""",2025-03-15 18:38:47.226424+00
35f7b0c3-a472-4995-baba-b20e5bdea6b3,1899512302753268096,e762136e-fdf5-4687-8de7-9999c011f58a,"AI deepfakes are getting really good—even our team has had to do a double take on some. As AI-generated content floods the internet, how do we make sure people can still trust what they see? Show us your favorite below and let's discuss! ",2025-03-11 17:26:38+00,https://twitter.com/SaharaLabsAI/status/1899512302753268096,591,0,37,0,"""[]""","""{\""account\"": \""SaharaLabsAI\"", \""scrape_time\"": \""2025-03-16T22:38:33.960462\""}""",2025-03-16 17:38:34.295801+00
38a0972f-2efb-4b5f-842b-fd4785dc34a2,1899512234604372329,e762136e-fdf5-4687-8de7-9999c011f58a,"We’re partnering with 
@Wallet
 to bring OKX Wallet users two exclusive opportunities:

 Early Access to SIWA— our Public Testnet launching this month! Claim your testnet tokens now.

 1,000 Whitelist spots to Season 3 of Data Services Platform!

 https://okx.com/web3/faucet/sahara-ai/69…",2025-03-11 17:26:22+00,https://twitter.com/SaharaLabsAI/status/1899512234604372329,1486,0,138,0,"""[\""https://pbs.twimg.com/media/GlxqhnOWkAIfa3i?format=jpg&name=small\""]""","""{\""account\"": \""SaharaLabsAI\"", \""scrape_time\"": \""2025-03-16T22:38:34.665278\""}""",2025-03-16 17:38:34.982673+00
398f42b8-110a-474c-9b6c-a153981b214a,1899428087223529941,d342959c-099a-4804-b4ab-a19b6d25e223,"If you like Ethereum with 151 L2s

You’re going to love it with 10,000 L2s ",2025-03-11 11:52:00+00,https://twitter.com/Calderaxyz/status/1899428087223529941,866,0,193,0,"""[]""","""{\""account\"": \""Calderaxyz\"", \""scrape_time\"": \""2025-03-16T22:41:05.847282\""}""",2025-03-15 18:12:23.766431+00
3ad374cc-6385-42ae-9a49-0a82fcf484e7,1900099769483042930,d342959c-099a-4804-b4ab-a19b6d25e223," → Caldera",2025-03-13 08:21:01+00,https://twitter.com/Calderaxyz/status/1900099769483042930,1287,0,319,0,"""[]""","""{\""account\"": \""Calderaxyz\"", \""scrape_time\"": \""2025-03-16T22:41:01.747958\""}""",2025-03-15 11:21:54.984685+00
3bdc2356-a1ad-4095-8048-498bfa74b40b,1899165555317154273,e933bbd9-87d6-474a-8989-df2c8232f634,"The newest flash badge is here.

Play a round of 
@play_witty
 to claim yours.

Get started at http://portal.abs.xyz",2025-03-10 18:28:47+00,https://twitter.com/AbstractChain/status/1899165555317154273,1073,0,162,0,"""[\""https://pbs.twimg.com/media/GlswrjFWIAAJFzH?format=png&name=small\""]""","""{\""account\"": \""AbstractChain\"", \""scrape_time\"": \""2025-03-16T22:39:12.808081\""}""",2025-03-15 11:20:13.535889+00
47345995-f186-42d2-ba71-671a8c72bf6f,1899439478718021934,e762136e-fdf5-4687-8de7-9999c011f58a,"GM fam, the 
@SaharaLabsAI
 Testnet is live!

Explore Sahara AI by:
 Claiming your testnet tokens to gain early access to their public SIWA Testnet 
 Completing tasks to win 1,000 WL Spots for their data services platform

Start now: https://bit.ly/4iC0ZSB",2025-03-11 12:37:16+00,https://twitter.com/SaharaLabsAI/status/1899439478718021934,369,0,25,0,"""[]""","""{\""account\"": \""SaharaLabsAI\"", \""scrape_time\"": \""2025-03-16T22:38:35.347873\""}""",2025-03-15 18:38:46.540699+00
483acf2d-6ebe-4737-bf2d-098c2f3e7175,1900530670780416329,d342959c-099a-4804-b4ab-a19b6d25e223,"Shoutout to 
@sh4adowm
, 
@op_divergent
, 
@meison_mswen
 & 
@bibakart71
 

Join our Discord and submit yours: https://discord.gg/caldera",2025-03-14 12:53:16+00,https://twitter.com/Calderaxyz/status/1900530670780416329,27,0,2,0,"""[\""https://pbs.twimg.com/media/GmAKkpObEAAnYhM?format=png&name=small\""]""","""{\""account\"": \""Calderaxyz\"", \""scrape_time\"": \""2025-03-16T22:40:56.976608\""}""",2025-03-15 11:21:50.889271+00
49c06873-a92a-4c74-97bc-e56941df5a9b,1898958241260098036,e933bbd9-87d6-474a-8989-df2c8232f634,"Orochi is LIVE on 
@AbstractChain
! 

Bringing next-gen solutions to power the ecosystem:
 Orand – Verifiable randomness for trustless apps
 Orocle – Decentralized oracle for real-world data

 40+ chains integrated: https://docs.orochi.network/orochi-network/orand-v3.html…

Stay tuned – zkDatabase aaS &",2025-03-10 04:45:00+00,https://twitter.com/AbstractChain/status/1898958241260098036,263,0,49,0,"""[\""https://pbs.twimg.com/media/GlpmWgcbsAAN9KG?format=jpg&name=small\""]""","""{\""account\"": \""AbstractChain\"", \""scrape_time\"": \""2025-03-16T22:39:12.193074\""}""",2025-03-15 18:10:32.099265+00
4ab97267-629a-4c3d-aea4-6a786ccef4eb,1899134407375827209,2087a28a-6781-44da-afb9-26b1152c6e09,"Wrapped Bitcoin is unlocking new possibilities for BTC holders 

Today, we’re letting our community vote on what matters most to them.",2025-03-10 16:25:01+00,https://twitter.com/Photon_Labs/status/1899134407375827209,179,0,19,0,"""[]""","""{\""account\"": \""Photon_Labs\"", \""scrape_time\"": \""2025-03-16T22:40:15.941684\""}""",2025-03-15 18:40:28.763621+00
53c18445-45d1-40f9-b0ac-1452c4c7de21,1900156462476771433,4a8d713d-e69a-41fb-8979-5da05eadef84,"((SOPHON FARMING /\ NEW POOLS))

The following pools are now live & open for deposits with up to 4x SP multipliers:
> stATH/ETH
> ETH/OPN
> ETH/MUP
> USDC/USDT
> BEAM/ETH
> ETH/USDC
> ETH/USDT
> USN
> sUSN

farm (dot) sophon (dot) xyz

(((+)))",2025-03-13 12:06:18+00,https://twitter.com/sophon/status/1900156462476771433,275,0,23,0,"""[\""https://pbs.twimg.com/media/Gl62BoAXkAAmEyP?format=jpg&name=small\""]""","""{\""account\"": \""sophon\"", \""scrape_time\"": \""2025-03-16T22:39:44.339457\""}""",2025-03-15 11:20:45.306789+00
59ec678e-f8b6-477d-a4a7-b37b71bcf0ca,1900638324425191499,d342959c-099a-4804-b4ab-a19b6d25e223,"Caldera: Entering a new era with Apechain, Kinto, Manta and B3",2025-03-14 20:01:03+00,https://twitter.com/Calderaxyz/status/1900638324425191499,188,0,80,0,"""[]""","""{\""account\"": \""Calderaxyz\"", \""scrape_time\"": \""2025-03-16T22:40:54.989547\""}""",2025-03-15 11:21:48.377493+00
635e52a9-af41-43de-8b90-dc7b0771b493,1900184999569064331,d342959c-099a-4804-b4ab-a19b6d25e223,Rollups are good for Ethereum,2025-03-13 13:59:42+00,https://twitter.com/Calderaxyz/status/1900184999569064331,643,0,185,0,"""[]""","""{\""account\"": \""Calderaxyz\"", \""scrape_time\"": \""2025-03-16T22:41:00.315877\""}""",2025-03-15 11:21:53.828403+00
652cf77c-98ad-42df-abc1-aef121dc79b1,1899843781173911649,d342959c-099a-4804-b4ab-a19b6d25e223,"Caldera is hosting an AMA with Apechain, Kinto, Manta and B3.

Join us on X this Friday at 4 PM EST. Be there. ",2025-03-12 15:23:49+00,https://twitter.com/Calderaxyz/status/1899843781173911649,714,0,196,0,"""[\""https://pbs.twimg.com/media/Gl2Z2ZNb0AA4z8b?format=jpg&name=small\""]""","""{\""account\"": \""Calderaxyz\"", \""scrape_time\"": \""2025-03-16T22:41:02.458651\""}""",2025-03-15 11:21:55.584093+00
69d95903-0e89-41b3-9d6f-4668a5ace449,1900530284472516830,e933bbd9-87d6-474a-8989-df2c8232f634,"The most important thing we do for teams building on 
@AbstractChain
 is help them build an active user base.

Below you can see 
@playgigaverse
's growth since launching on Abstract - continuous expansion over the last 5 weeks.

We've seen very similar results for most of the top",2025-03-14 12:51:44+00,https://twitter.com/AbstractChain/status/1900530284472516830,464,0,91,0,"""[\""https://pbs.twimg.com/media/GmAIoXAagAAhFSO?format=jpg&name=small\""]""","""{\""account\"": \""AbstractChain\"", \""scrape_time\"": \""2025-03-16T22:39:09.642386\""}""",2025-03-15 11:20:12.83871+00
71600211-1ac0-4c7e-bc8d-832bb081bb7c,1900454035582226539,d342959c-099a-4804-b4ab-a19b6d25e223,"click, deploy, done. 

scaling ethereum should feel that simple.",2025-03-14 07:48:45+00,https://twitter.com/Calderaxyz/status/1900454035582226539,604,0,158,0,"""[]""","""{\""account\"": \""Calderaxyz\"", \""scrape_time\"": \""2025-03-16T22:40:58.301885\""}""",2025-03-15 11:21:52.091633+00
71c57766-d082-4c89-8b1f-43aa73ca64b5,1898412417207648689,e933bbd9-87d6-474a-8989-df2c8232f634,"Gacha officially crossed 100,000 players!

Want to give a huge thanks to each and every one of our players, the goated 
@AbstractChain
 team, and the incredible Abstract community.

Never stop scratching.",2025-03-08 16:36:05+00,https://twitter.com/AbstractChain/status/1898412417207648689,286,0,50,0,"""[\""https://pbs.twimg.com/media/GliECGIbEAAtoak?format=jpg&name=small\""]""","""{\""account\"": \""AbstractChain\"", \""scrape_time\"": \""2025-03-15T17:44:24.307789\""}""",2025-03-15 11:20:15.777308+00
74a299dc-6d53-4d80-be80-f2278e8c783f,1901120232577712222,e762136e-fdf5-4687-8de7-9999c011f58a,"Thanks to 
@xiangrenNLP
 and 
@SaharaLabsAI
 for treating us to a phenomenal meal with equally fantastic convos near campus last week! Excited for the future of Blockchain x AI",2025-03-16 03:55:59+00,https://twitter.com/SaharaLabsAI/status/1901120232577712222,368,0,22,0,"""[\""https://pbs.twimg.com/media/GmIicdgawAASPEZ?format=jpg&name=small\""]""","""{\""account\"": \""SaharaLabsAI\"", \""scrape_time\"": \""2025-03-16T22:38:28.718220\""}""",2025-03-16 17:38:29.049057+00
75b47d66-2165-4a44-a95f-dc3bfcd27664,1899775674363367770,d342959c-099a-4804-b4ab-a19b6d25e223,"Because they are programmable, creators fully control their Spaces. They can set pricing, access rules, permissions and much more.

Since Towns launched, over 300k Spaces have been created and nearly 900k Memberships have been issued, bringing in 1,141 ETH in revenue.",2025-03-12 10:53:11+00,https://twitter.com/Calderaxyz/status/1899775674363367770,27,0,2,0,"""[]""","""{\""account\"": \""Calderaxyz\"", \""scrape_time\"": \""2025-03-16T22:41:03.886925\""}""",2025-03-15 18:41:14.679929+00
76e5c30e-8413-408e-895b-bb03fe1dbc78,1899775695007694943,d342959c-099a-4804-b4ab-a19b6d25e223,"Towns is one of the many chains powered by Caldera.

Explore the full ecosystem: https://portal.caldera.xyz",2025-03-12 10:53:16+00,https://twitter.com/Calderaxyz/status/1899775695007694943,28,0,5,0,"""[\""https://pbs.twimg.com/media/Gl1b7HRXMAEG4fF?format=png&name=small\""]""","""{\""account\"": \""Calderaxyz\"", \""scrape_time\"": \""2025-03-16T22:41:04.527227\""}""",2025-03-15 18:41:15.265364+00
7812226b-948a-4423-8098-e2e2bf5fef4c,1900624336127750220,d342959c-099a-4804-b4ab-a19b6d25e223,"The Metalayer builds a foundation for a constellation of 10,000 interconnected rollups. We’re grateful for our partners' ingenuity and invaluable contributions towards making our vision a reality.",2025-03-14 19:05:28+00,https://twitter.com/Calderaxyz/status/1900624336127750220,29,0,2,0,"""[]""","""{\""account\"": \""Calderaxyz\"", \""scrape_time\"": \""2025-03-16T22:40:52.206961\""}""",2025-03-15 12:08:28.594604+00
817b4aee-7386-4e0a-8785-a0926f8f4001,1901002501861896199,e762136e-fdf5-4687-8de7-9999c011f58a,"Who’s ready for Season 3? ",2025-03-15 20:08:10+00,https://twitter.com/SaharaLabsAI/status/1901002501861896199,2241,0,809,0,"""[]""","""{\""account\"": \""SaharaLabsAI\"", \""scrape_time\"": \""2025-03-16T22:38:29.818727\""}""",2025-03-16 17:38:30.775515+00
831c7c35-56db-4c14-aebe-3850123cd5dc,1901011772615643386,e933bbd9-87d6-474a-8989-df2c8232f634,"Abstract brings $77 of revenue???

In just 30 days, there have been insane numbers across the entire board:

> $1.85M (actual number) Monthly Revenue of Top 5 Apps
> 900k+ MAU (Monthly Active Users)
> $10.4M NFT Volume
> 30M Transactions

NFTs are dead? Not on Abstract.
$77",2025-03-15 20:45:00+00,https://twitter.com/AbstractChain/status/1901011772615643386,292,0,54,0,"""[\""https://pbs.twimg.com/media/GmGsZYtbcAEV_wE?format=jpg&name=small\""]""","""{\""account\"": \""AbstractChain\"", \""scrape_time\"": \""2025-03-16T22:39:07.069653\""}""",2025-03-16 17:39:07.785555+00
89f7cac5-1801-4fac-b2ca-a3007dfdc06e,1899051636015685945,d342959c-099a-4804-b4ab-a19b6d25e223,"Name: Metalayer

Synonym: Connecting all rollups",2025-03-10 10:56:07+00,https://twitter.com/Calderaxyz/status/1899051636015685945,923,0,227,0,"""[]""","""{\""account\"": \""Calderaxyz\"", \""scrape_time\"": \""2025-03-16T22:41:07.847959\""}""",2025-03-15 11:21:57.321462+00
952f39a7-3faa-4aeb-a631-d1464854cb45,1899850307527667801,2087a28a-6781-44da-afb9-26b1152c6e09,"Thanks to Photon, Bitcoin is no longer limited to holding and trading.

PBTC now lets you stake, earn rewards, and access DeFi opportunities while keeping full custody of your BTC.

No third-party risk. No intermediaries. Fully verifiable and trust-minimized.

Bitcoin was never",2025-03-12 15:49:45+00,https://twitter.com/Photon_Labs/status/1899850307527667801,277,0,74,0,"""[]""","""{\""account\"": \""Photon_Labs\"", \""scrape_time\"": \""2025-03-16T22:40:15.262507\""}""",2025-03-15 11:21:15.674339+00
9a40c0b7-59fc-4cd7-b00d-08d467efa4ac,1900364525775589410,d342959c-099a-4804-b4ab-a19b6d25e223,"Featuring:


@Calderaxyz


@0xkatz
 

@theappletucker
 

@jimmyboolish
 

@Jake_Nyquist
 

@negroprogrammer
 

@EliecerChicott
 

@albertlai631


@_rosark
 

@CrypticJay__
 

@0xBuildor
 

@NormanSaade",2025-03-14 01:53:04+00,https://twitter.com/Calderaxyz/status/1900364525775589410,372,0,138,0,"""[]""","""{\""account\"": \""Calderaxyz\"", \""scrape_time\"": \""2025-03-16T22:40:59.636880\""}""",2025-03-15 11:21:53.23043+00
9f83af59-6ce7-449c-bf00-0b40783d2506,1900647011738632259,e762136e-fdf5-4687-8de7-9999c011f58a,"AI models are only as good as the data they learn from! Poor-quality or biased data leads to poor quality and biased outputs, plain and simple. The key to better AI? Diverse, well-labeled, and high-quality datasets. Let’s build smarter AI together. Excited for Season 3 to drop!",2025-03-14 20:35:34+00,https://twitter.com/SaharaLabsAI/status/1900647011738632259,662,0,77,0,"""[]""","""{\""account\"": \""SaharaLabsAI\"", \""scrape_time\"": \""2025-03-16T22:38:31.891444\""}""",2025-03-15 11:19:41.128816+00
a87fc5e6-8eca-406b-bf2b-d7b3e4eb5bfd,1899497729887244782,d342959c-099a-4804-b4ab-a19b6d25e223,"Talking about Ethereum rollup unification at ETH San Francisco

Powered by Caldera ",2025-03-11 16:28:44+00,https://twitter.com/Calderaxyz/status/1899497729887244782,547,0,174,0,"""[\""https://pbs.twimg.com/media/GlxLNLna8AAZfCM?format=jpg&name=small\""]""","""{\""account\"": \""Calderaxyz\"", \""scrape_time\"": \""2025-03-16T22:41:05.178930\""}""",2025-03-15 18:12:23.1175+00
a90ece17-c756-493a-8f36-3abde404e7bd,1899360131361488978,d342959c-099a-4804-b4ab-a19b6d25e223,"B3 → Scale onchain gaming
Caldera → Scale Ethereum

A perfect match ",2025-03-11 07:21:58+00,https://twitter.com/Calderaxyz/status/1899360131361488978,654,0,188,0,"""[]""","""{\""account\"": \""Calderaxyz\"", \""scrape_time\"": \""2025-03-16T22:41:06.535601\""}""",2025-03-15 11:21:56.164648+00
ae449d37-e091-411c-888d-60b63cdae322,1900624204518879468,d342959c-099a-4804-b4ab-a19b6d25e223,"We're excited to announce that The Metalayer ecosystem is already growing!

Today we're sharing 6 of the largest rollups integrating & benefiting from Caldera's Metalayer protocol, including projects from 
@Arbitrum
 Orbit, 
@Optimism
 OP Stack, 
@ZKsync
 Elastic Chain, and 
@Base",2025-03-14 19:04:56+00,https://twitter.com/Calderaxyz/status/1900624204518879468,1008,0,189,0,"""[\""https://pbs.twimg.com/media/GmBfo0QbcAENBmP?format=jpg&name=small\""]""","""{\""account\"": \""Calderaxyz\"", \""scrape_time\"": \""2025-03-16T22:40:51.374846\""}""",2025-03-15 11:21:48.989167+00
afa753d5-f564-452d-ad55-67f0d22548be,1900363937218257171,d342959c-099a-4804-b4ab-a19b6d25e223,"Caldera Alignment Chart

Tag who you're closest to!",2025-03-14 01:50:44+00,https://twitter.com/Calderaxyz/status/1900363937218257171,545,0,152,0,"""[\""https://pbs.twimg.com/media/Gl9y5VOa0AA1hLG?format=jpg&name=small\""]""","""{\""account\"": \""Calderaxyz\"", \""scrape_time\"": \""2025-03-16T22:40:58.980904\""}""",2025-03-15 11:21:52.670186+00
b791b033-55e4-43ad-85c4-e9c35e06a647,1898832777694285860,e933bbd9-87d6-474a-8989-df2c8232f634,"It takes less than 12 seconds to place a prediction on X using the 
@MyriadMarkets
 extension.

12 seconds. Without having to leave X.

Got an opinion? Trade it!",2025-03-09 20:26:27+00,https://twitter.com/AbstractChain/status/1898832777694285860,1415,0,95,0,"""[]""","""{\""account\"": \""AbstractChain\"", \""scrape_time\"": \""2025-03-16T22:39:14.016076\""}""",2025-03-15 11:20:15.024519+00
bf358f6d-83ef-4bfb-b7ff-06afe702eb12,1899165562384884109,e933bbd9-87d6-474a-8989-df2c8232f634,This is the final post.,2025-03-10 18:28:49+00,https://twitter.com/AbstractChain/status/1899165562384884109,40,0,4,0,"""[\""https://pbs.twimg.com/media/GlswwaoXMAAAzbT?format=png&name=small\""]""","""{\""account\"": \""AbstractChain\"", \""scrape_time\"": \""2025-03-16T22:39:13.407340\""}""",2025-03-15 11:20:14.233887+00
c441ef91-8bc3-470e-9594-60b2f9d4cfe4,1899511727026500035,e933bbd9-87d6-474a-8989-df2c8232f634,This is the final post.,2025-03-11 17:24:21+00,https://twitter.com/AbstractChain/status/1899511727026500035,57,0,5,0,"""[\""https://pbs.twimg.com/media/GlxroCLWIAAxPY-?format=png&name=small\""]""","""{\""account\"": \""AbstractChain\"", \""scrape_time\"": \""2025-03-16T22:39:10.962360\""}""",2025-03-15 18:39:22.203472+00
c79555f0-dec7-4fd5-bdfe-74abc9251783,1900487820701249541,d342959c-099a-4804-b4ab-a19b6d25e223,"Arbitrum x Sanko 

Powered by Caldera ",2025-03-14 10:03:00+00,https://twitter.com/Calderaxyz/status/1900487820701249541,508,0,141,0,"""[]""","""{\""account\"": \""Calderaxyz\"", \""scrape_time\"": \""2025-03-16T22:40:57.660378\""}""",2025-03-15 11:21:51.480927+00
d13be2f4-04a9-42a5-b5c7-2d642ceb4c54,1899518550072504703,e933bbd9-87d6-474a-8989-df2c8232f634,"s-s-subscribe???! ",2025-03-11 17:51:28+00,https://twitter.com/AbstractChain/status/1899518550072504703,264,0,68,0,"""[\""https://pbs.twimg.com/media/Glxx-xiWQAAKx-i?format=jpg&name=small\""]""","""{\""account\"": \""AbstractChain\"", \""scrape_time\"": \""2025-03-16T22:39:10.350883\""}""",2025-03-16 17:39:10.632001+00
d2817fa4-1aed-4552-85cf-2704033edac6,1900562505161978308,4a8d713d-e69a-41fb-8979-5da05eadef84,"The votes are in. Sophon is unleashed.

Yappers, the canvas awaits what you create.

Loyalty shall be rewarded.

(((+)))",2025-03-14 14:59:46+00,https://twitter.com/sophon/status/1900562505161978308,264,0,50,0,"""[\""https://pbs.twimg.com/media/GmAYmSSXoAAcM3J?format=jpg&name=small\""]""","""{\""account\"": \""sophon\"", \""scrape_time\"": \""2025-03-16T22:39:43.699967\""}""",2025-03-15 11:20:44.71675+00
d7aef057-56a6-43bc-8050-325a4c280db3,1900638404792250487,d342959c-099a-4804-b4ab-a19b6d25e223,Our space is live!,2025-03-14 20:01:22+00,https://twitter.com/Calderaxyz/status/1900638404792250487,458,0,145,0,"""[]""","""{\""account\"": \""Calderaxyz\"", \""scrape_time\"": \""2025-03-16T22:40:54.338944\""}""",2025-03-15 11:21:47.738306+00
dc699f6c-759a-4c78-acca-771d54475938,1900971921795149938,e933bbd9-87d6-474a-8989-df2c8232f634,"Green is good ",2025-03-15 18:06:39+00,https://twitter.com/AbstractChain/status/1900971921795149938,1295,0,244,0,"""[\""https://pbs.twimg.com/media/GmGb12mW0AAxZei?format=jpg&name=small\""]""","""{\""account\"": \""AbstractChain\"", \""scrape_time\"": \""2025-03-16T22:39:08.161283\""}""",2025-03-15 18:10:30.047953+00
