Timestamp,Channel,Message Text,Message Link
2025-03-16 22:27:25,Coin Metrika,"🎓 **СПЕКУЛЯНТЫ ДОЛЖНЫ ПОДОЖДАТЬ**

По [голосованию](https://t.me/CoinMetrika/4172) примерный паритет между теми, кто готов на х2 продать хотя бы половину перед летом и теми, кто продавать не будет. Если конечно верить голосованию... С другой стороны сказочников в опросе не много, иначе бы мы видели перекос за варианты, что продал до падения или не засажен и откупаю сейчас. Таких, как мы видим, единицы и это похоже на правду.

Но каковы реалии крипторынка сегодня? С одной стороны отрицать факт смены настроений нельзя. Прогнозы по ETH на 1100$ не звучали в начале года, даже мой предикт на блок 1900-1700$ по эфиру воспринимался негативно. Сегодня же такие гипотезы встречаются все чаще и чаще. Кроме того Exchange Liquidation Map свидетельствует о преобладании шортовых настроений на рынке (см. скрин 1 в комментариях к посту). Для очередной большой ликвидации и броских заголовков в СМИ цене BTC нужно двигаться вверх против ожиданий.

К тому же и ГЭП на CME около $78к закрыт, коррекция -30% от ATH уже есть, чего исторически было достаточно для продолжения бычьего рынка. И даже корреляция BTC с денежной массой M2 Global, которая действительно очень высокая с 2023 года, но с примерно 70 дневной задержкой, будто бы подталкивает к мыслям, что к концу марта по BTC будет поставлено дно и дальше как минимум до 20 мая дорога вверх открыта (см. скрин 2 в комментариях к посту).

Но есть нюансы и они могут охладить пыл даже самого верующего в рост. Мы не можем отрицать, что сейчас крипта страдает по инерции, причины некриптовые. Именно экономическая неопределенность и падение фондовых рынков приводят к распродаже рискованных активов, включая криптовалюты. 

**В первых числах апреля ожидается эскалация торговой напряженности**. Трамп изначально планировал ввести пошлины в размере 25% на товары из Мексики и Канады с 4 марта 2025 года, чтобы ограничить поток наркотиков и нелегальных мигрантов через границы США. Однако после переговоров с лидерами этих стран он подписал указ об отсрочке **до 2 апреля 2025 года**. Это решение было воспринято как временное послабление, связанное с договоренностями о совместной борьбе с контрабандой опиоидов и оружия. Кроме этого Евросоюз планирует с 1 апреля ввести контрмеры на американские товары (на сумму $28 млрд), а второй пакет ожидается к середине апреля... 
 
При этом предпосылок, что Трамп закончил перестраивать экономику, **НЕТ**! Ведь при всем давлении, которое он обрушил сейчас на рынки, индекс потребительских цен (ИПЦ) вышел 12 марта лучше ожиданий. Инфляция 2.8%. То есть несмотря на инфляционные риски, тарифы Трампа на текущий момент нисколько не ухудшили инфляцию. А число первичных заявок на получение пособий по безработице также немного сократилось. 
 
Тут уместно вспомнить о заседании Федеральной резервной системы (ФРС) 19 марта 2025 года, где на основании данных по безработице, инфляции и другим ключевым экономическим показателям будут определяться решения ФРС, в том числе по ключевой ставке. И [прогноз](https://ru.investing.com/central-banks/fed-rate-monitor) гласит, что 98% вероятность, что ставку оставят прежней и ФРС, вероятно, дождется более четких сигналов в мае/июне. Повышать ставку, чтобы снизить инфляцию, не требуется. Она итак падает.  Понижать тоже едва ли есть предпосылки, так как инфляция не вернулась к 2%, а экономика не требует срочного стимулирования, нет явных признаков рецессии, уровень безработицы тому подтверждение. 

А это не привносит оптимизма для спекулянтов **на краткосрочной дистанции**, особенно кто в STRK по 2$ засел, ибо QE или как его принято называть ""печатный станок"" в таких условиях неактуален, а рост на десятки иксов едва ли возможен без этого. Если экономика ослабнет, например, из-за торговых войн, ""печатный станок"" может вернуться, но пока рано об этом говорить. Аналитики упоминают лишь июнь месяц в качестве первой возможной даты снижения ключевой ставки. Риск увидеть условные $68-73к по BTC все еще сохраняется как бы нам этого не хотелось.",https://t.me/c/1262361397/4173
2025-03-16 22:12:01,ТЕМКА В СХЕМКЕ,"**Новый конкурент BullX - Axiom Trade**

Запустилась новая площадка для торговли мемамы на Solana. По факту это почти 1 в 1 площадка с BullX, но есть несколько моментов, которые могут переманить часть юзеров

Торговая площадка уже полноценно работает. Деньги получили от Y Combinator (компания, которая фандит стартапы, тир 1, первые заносили в Coinbase и многие другие топ проекты)

Подробнее о проекте можете почитать в доках - [ТЫК](https://docs.axiom.trade/)

Очень много удобных фишок есть, от детальной настройки фильтров во вкладке Pulse (как Pump Vision на BullX) до просто банальной скорости транзакции, которая проходит быстрее. Тут на самом деле все приколы в деталях и оно проявиться только после того, как вы поюзаете саму платформу, что я и советую сделать (хотя бы просто ради опыта)

Для регистрации переходим на [Axiom Trade](https://axiom.trade/@tvs1), вводим почту, дальше вводим код с почты и придумываем пароль. После этого надежно сохраняем сид-фразу и пополняем баланс - [ТЫК](https://axiom.trade/@tvs1)",https://t.me/c/1156539722/3490
2025-03-16 22:03:41,Максим Whitelist 💎,"**😉 Залетаем в раннюю регистрацию от Chaos AI

**[**Chaos AI**](https://x.com/chaos_labs) — это платформа, которая фокусируется на предоставлении передовых решений по управлению рисками для протоколов децентрализованных финансов (DeFi)

__🤑 **Инвестиции**:__[__ __](https://cryptorank.io/price/beamable)[$79M__ __](https://cryptorank.io/ico/chaos-labs)__от **Galaxy, Coinbase Ventures, Hashkey Capital** и других фондов__

Недавно они анонсировали бета-тестирование своего нового продукта, на которое мы можем зарегаться

**Что делаем? 👇**
🔸 Переходим на[ сайт](https://chaoslabs.xyz/)__
__🔸 Нажимаем Get Early Access
🔸 Коннектимся, регаемся, подключаем все соц сети__
__
Написано, что за ранний доступ будут вознаграждения, так что не скипаем 🫵

[**💎 Канал**](https://t.me/+vL92avAC11k0Yzdk) **|** [**☁️ Чат**](https://t.me/maxwhitelistchat)",https://t.me/c/1288046952/569
2025-03-16 22:04:00,Tom Capital,"Кит, судя по всему, слегка занервничал, докинул ещё 6 лямов маржи и сдвинул цену своей ликвидации до 86691",https://t.me/c/1408008774/7151
2025-03-16 22:02:40,PROCENT,"📣 **PROCENT WEEKLY DIGEST**
__(10.03.25 - 16.03.2025)__

**Лучшие кейсы за неделю:

**💡LEVEL UP — 2024 vs 2025
https://t.me/procent_crypto/7400

💡Что делать в токенсейлах, чтобы всегда зарабатывать
https://t.me/procent_crypto/7393

💡Разбираем 17 монет из твоего портфеля, которым больно
https://t.me/procent_crypto/7403

💡Что с рынком?
https://t.me/procent_crypto/7388

💡Статистика по Testnet от Monad
https://t.me/procent_crypto/7389

💡Неделя игр в Testnet от Monad
https://t.me/procent_crypto/7394

💡Участвуем в токенсейле Bubblemaps
https://t.me/procent_crypto/7392

💡Анализ коррекций S&P 500 за последние 15 лет
https://t.me/procent_crypto/7396

💡Данные по инфляции в США
https://t.me/procent_crypto/7399

💡Список апдейтов в «Airdrop проектах»
https://t.me/procent_crypto/7397

💡Проверяем Airdrop от Shardeum
https://t.me/procent_crypto/7402
**
Новости**:

🟨Инфляция в США по итогам февраля [снизилась](https://www.bls.gov/news.release/cpi.nr0.htm) до отметки в 2,8%. Предыдущий показатель составлял 3%.

🟨США [представят](https://www.bloomberg.com/news/articles/2025-03-14/digital-asset-legislation-pushed-as-trump-embraces-crypto-agenda) законопроект, направленный на защиту от отмены создания BTC-резерва.

🟨Банковский комитет Сената США [одобрил](https://x.com/BankingGOP/status/1900203536828252161) законопроект о регулировании стейблкоинов.

🟨На сайте SEC [появился](https://x.com/RippleXrpie/status/1900267643611078771) документ с предложением признать XRP финансовым активом стратегической важности в США.

🟨Компания Ripple [получила](https://www.businesswire.com/news/home/20250312413807/en/Ripple-Secures-DFSA-License-to-Offer-Regulated-Crypto-Payments-in-the-UAE) лицензию на работу в ОАЭ.

🟨Общая капитализация стейблкоинов [достигла ](https://www.kucoin.com/ru/news/flash/stablecoin-market-cap-surpasses-ethereum-at-235-7-billion)нового максимума.

🟨Палата представителей США [отменила](https://x.com/RepMikeCarey/status/1899579542961897884) право налоговой службы на сбор данных с DeFi-платформ.

🟨SEC [отложили](https://www.sec.gov/rules-regulations/self-regulatory-organization-rulemaking/national-securities-exchanges?sro_organization=192731&field_display_title_value=&release_number=&file_number=&year=All&month=All&page=0) решения по одобрению спотовых ETF на XRP, SOL, DOGE и LTC.

🟨По мнению экспертов JPMorgan, вероятность рецессии в США [повысилась](https://www.wsj.com/livecoverage/stock-market-today-dow-nasdaq-sp500-03-10-2025/card/is-the-u-s-heading-for-a-recession-here-s-what-the-experts-say-xIKohneDur8BYbqlYLW1) с 30% до 40%.

🟨Президент Европейского ЦБ [заявила](https://ru.tradingview.com/news/bitsmedia:43293cdea67b8:0/), что ЕС планирует запустить цифровой евро уже к октябрю этого года.

__Не забудьте оценить «__🔥__» подборку, если зашла!   __

__#Дайджест____ __

🫡 [**LEVEL UP**](https://t.me/upincrypto_bot) | [**PROCENT**](https://procentcrypto.notion.site/)",https://t.me/c/1364089278/7406
2025-03-16 21:45:54,Tom Capital,"«если кто-то хочет поохотиться на этого типа, пишите в личку, собираем команду прямо сейчас и уже есть хороший сайз»

«Пишите только от миллиона долларов, у нас уже больше 10 лямов»

Типы в X собирают команду по ликвидации кита

Возможно только в крипте",https://t.me/c/1408008774/7150
2025-03-16 21:29:56,Tom Capital,"Кит «инсайдер» практически был ликвидирован, не хватило 440 баксов вверх по BTC

Его прибыль еще несколько часов составляла +7 миллионов долларов, но он не зафиксил

В данный момент он в убытке на 1.5 ляма и продолжает удерживать шорт 

Маркетмейкеры начали охоту за ним",https://t.me/c/1408008774/7149
2025-03-16 21:09:54,Tom Capital,"BTC

До ликвидации кита 500",https://t.me/c/1408008774/7148
2025-03-16 20:50:00,Crypto Drive,"✅**Получаем все бейджи в Soneium! Пошаговый видео-гайд**

https://www.youtube.com/watch?v=qY3B1bukTyE
https://www.youtube.com/watch?v=qY3B1bukTyE
https://www.youtube.com/watch?v=qY3B1bukTyE

Полный [**гайд**](https://t.me/drivecrypto/3871) со всеми ссылками

У меня стоят 10 нод через [**xNode**](https://app.xnode.pro/auth/register?referalCode=TVMCC8), **$20/месяц **за каждую. Что ждете от проекта, побреют или увидим достойные награды за активности, бейджи и ноды? 

💎 Всех ждем в [чате:](https://t.me/+l3JdEnmDKAU3OGFi) дропы, ноды, амбы по всем tier 1/2/3 проектам. 

**Все для мультиакккинга:** ✔[LINK](https://t.me/drivecrypto/3578)               
**CryptoDrive:** ✉️[Telegram ](https://t.me/drivecrypto)| ▶️[Youtube](https://www.youtube.com/@crypto_drive)",https://t.me/c/1520572254/3880
2025-03-16 20:27:50,WAX NFT DROPS,"Продолжаем активничать в тестнете от монад ( насколько проектов для фарма активности ) 🔥🔥🔥 

Дедлайн: TBD ⏰ 

*Закидываем предикты в тестнете от [catora](https://castora.xyz/) 

*Фьючи в тестнете монада  от [pingu](https://pingu.exchange/trade/ETH-USD)

*Свапы и добавление ликвы от [taya](http://app.taya.fi/) и от [octo](https://octo.exchange/swap)

*Появилось много новых активностей в тестнете, самое время абузить",https://t.me/c/1373214233/3485
2025-03-16 20:16:32,CryptoEarn Important,"**16/03 Краткий обзор, что произошло и где можно проявить активность**

**💻 Тестнеты/мейннеты:
**1. Monad раздали тестовых токенов - [**детали**](https://t.me/CryptoEarnImp/10170)
2. Апдейт по нодам Gaia - [**детали**](https://t.me/CryptoEarnImp/10179)

**🪂 Эйрдропы/Ретродропы:**
1. Nillion выкатили чекер дропа - [**детали**](https://t.me/CryptoEarnImp/10173)
2. Definitive раздают дроп активным юзерам дексов - [**детали**](https://t.me/CryptoEarnImp/10175)
3. Mantle открыли клэйм токена $ENA -[ **детали**](https://t.me/CryptoEarnImp/10176)
4. Shardeum выкатили чекер и открыли регистрацию на дроп - [**детали**](https://t.me/CryptoEarnImp/10178)

🌠**NFT/OAT:
**1. Consensys выкатили фри минт NFT Horizons of Transformation - [**детали**](https://t.me/CryptoEarnImp/10174)

**🔹Поинты:**
1. OpenSea предлагают поактивничать в Ape Chain - [**детали**](https://t.me/CryptoEarnImp/10174)

**🎖Квесты:**
1. Monad квесты на Superboard + Новая неделя - [**детали**](https://t.me/CryptoEarnImp/10172)
2. Делаем квесты и фармим поинты на ранней стадии в Plasma - [**детали**](https://t.me/CryptoEarnImp/10177)

**🏃‍♂️Прочее:**
1. Ethereal открыли клэйм роли Season Zero Depositor - [**детали**](https://t.me/CryptoEarnImp/10169)

**⏳Дедлайны:**
**▫️**Окончание регистрации на дроп Shardeum - 21 марта
**
**Выжимка составлена по материалам из разных источников, в том числе из чата [**DropsEarn**](https://t.me/dropsearn_ru_chat)**

**[**CryptoImportant**](https://t.me/CryptoImprtnt) | [**CryptoEarn**](https://t.me/cryptoearnimp)** |** [**Чат**](https://t.me/+1_kUkBNlJIM4N2Fi) **| **[**BingX**](https://bingx.com/partner/cryptoearn/)** | **[**Х**](https://twitter.com/ImportantCrypto)",https://t.me/c/1454879562/10180
